,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
457,N/A,N/A,trow,N/A,N/A,N/A,N/A,N/A,N/A,14.06,3.95,3.53,29.63,46.13,21.79,24.96,16.25,16340000000.0,15220000000.0,13.85,1.92,3.65,7.44,3.65,3980000000.0,7.44,1220000000.0,4.63,8.70,2.80,1240000000.0,4.93,0.00,2.82,18.57,1450000000.0,1.34,3.33,73.20,7670000.0,4.70,3.05,8830000.0,N/A
458,N/A,N/A,trv,N/A,N/A,N/A,N/A,N/A,28.06,9.28,1.20,1.34,13.42,19.92,3.24,14.63,84.79,31530000000.0,33550000000.0,10.59,3.01,1.25,5.42,1.25,13290000000.0,5.42,3580000000.0,11.17,1.00,1.30,5470000000.0,17.99,6740000000.0,0.40,79.00,3200000000.0,1.27,0.45,84.30,7300000.0,3.89,2.30,8050000.000000001,N/A
459,N/A,N/A,tsla,N/A,N/A,N/A,N/A,N/A,216.47,N/A,7.08,20.38,17.84,14.02,5.11,59.48,29.88,26020000000.0,28230000000.0,111.01,1.59,7.45,153.17,7.45,881670000.0,153.17,675900000.0,5.33,N/A,10.00,1430000000.0,10.89,2850000000.0,1.15,10.04,581050000.0,0.57,22.28,62.00,27680000.0,10.18,28.59,27920000.0,N/A
460,N/A,N/A,tsn,N/A,N/A,N/A,N/A,N/A,69.29,16.94,0.48,2.05,2.95,5.79,6.38,13.15,102.16,19770000000.0,25940000000.0,12.65,1.19,0.63,8.37,0.63,3920000000.0,8.37,1220000000.0,2.95,88.30,4.00,690000000.0,1.72,6720000000.0,1.52,24.18,2570000000.0,0.46,1.72,92.00,24560000.0,4.81,8.46,27880000.0,N/A
461,N/A,N/A,tso,N/A,N/A,N/A,N/A,N/A,48.31,6.75,0.36,2.04,5.38,10.08,12.40,25.74,243.34,10500000000.0,13810000000.0,8.82,0.60,0.46,3.86,0.46,4940000000.0,3.86,1660000000.0,12.91,91.70,30.90,959000000.0,7.83,3800000000.0,1.63,43.84,2160000000.0,1.63,6.17,86.40,7420000.0,3.88,5.94,6690000.0,N/A
462,N/A,N/A,tss,N/A,N/A,N/A,N/A,N/A,74.56,23.01,3.08,4.42,13.38,19.40,8.60,20.41,14.76,8250000000.0,9270000000.0,16.99,1.47,3.44,14.18,3.44,777980000.0,14.18,361140000.0,1.95,43.90,14.80,447850000.0,2.43,1420000000.0,2.76,10.20,630640000.0,0.98,2.38,74.50,4590000.0,2.57,2.93,3610000.0,N/A
463,N/A,N/A,twc,N/A,N/A,N/A,N/A,N/A,259.82,26.95,2.15,5.75,8.17,19.35,5.82,22.96,83.03,51040000000.0,72550000000.0,23.41,6.42,3.10,9.27,3.10,15990000000.0,9.27,1890000000.0,6.69,12.40,3.60,485000000.0,1.71,22730000000.0,0.50,30.88,6520000000.0,0.84,5.12,88.30,7220000.0,5.11,2.57,7350000.0,N/A
464,N/A,N/A,twx,N/A,N/A,N/A,N/A,N/A,96.83,15.68,1.95,2.37,12.93,25.69,7.29,14.96,34.65,55080000000.0,76950000000.0,13.05,0.97,2.69,9.60,2.69,11480000000.0,9.60,3650000000.0,4.39,7.00,5.10,1770000000.0,2.22,22930000000.0,1.45,29.45,4000000000.0,1.36,0.11,83.70,14540000.0,2.40,1.77,16399999.999999998,N/A
465,N/A,N/A,txn,N/A,N/A,N/A,N/A,N/A,41.44,17.59,3.74,4.93,22.75,32.22,15.30,29.11,12.58,49720000000.0,50310000000.0,16.50,1.77,3.85,9.42,3.85,7430000000.0,9.42,2930000000.0,2.79,3.40,2.10,2740000000.0,2.70,4130000000.0,2.92,9.78,4110000000.0000005,1.34,0.22,87.20,23620000.0,4.42,2.71,23400000.0,N/A
466,N/A,N/A,txt,N/A,N/A,N/A,N/A,N/A,80.32,14.89,0.74,2.15,5.02,8.20,4.70,14.80,49.03,9950000000.0,13350000000.0,12.63,1.03,0.98,8.44,0.98,2460000000.0,8.44,686000000.0,2.44,10.70,7.30,497000000.0,1.82,3770000000.0,1.91,17.15,1060000000.0,1.45,0.10,80.80,5070000.0,3.71,2.08,4280000.0,N/A
467,N/A,N/A,tyc,N/A,N/A,N/A,N/A,N/A,77.18,23.21,1.29,3.17,5.56,12.00,6.15,14.04,23.52,12610000000.0,14590000000.0,12.80,2.44,1.47,9.54,1.47,3630000000.0,9.54,617000000.0,1.29,N/A,7.30,1460000000.0,3.45,3150000000.0,1.21,9.58,539000000.0,1.15,0.48,90.30,4120000.0,1.33,1.08,3870000.0,N/A
468,N/A,N/A,ua,N/A,N/A,N/A,N/A,N/A,59.15,68.85,3.93,9.43,5.82,10.40,9.56,15.39,17.16,14530000000.0,15230000000.0,49.51,2.78,4.13,32.04,4.13,1510000000.0,32.04,214680000.0,0.98,12.80,28.40,159400000.0,0.74,908070000.0,2.09,7.11,21920000.0,0.16,0.36,77.40,43.00,8.61,13.99,25060000.0,N/A
469,N/A,N/A,unh,N/A,N/A,N/A,N/A,N/A,91.61,18.21,0.73,3.24,4.16,7.70,7.30,17.84,154.03,1.0941e+11,1.2916e+11,13.10,1.14,0.88,10.34,0.88,37220000000.0,10.34,6100000000.0,6.30,0.30,26.60,9920000000.0,10.41,31780000000.0,0.68,34.75,8660000000.0,0.57,1.62,89.60,10040000.0,2.86,1.07,10260000.0,N/A
470,N/A,N/A,unm,N/A,N/A,N/A,N/A,N/A,31.89,18.63,0.64,0.80,3.48,5.69,0.61,4.15,42.64,6670000000.0,8890000000.0,7.17,1.02,0.84,12.68,0.84,2790000000.0,12.68,370100000.0,1.47,7.00,1.70,707400000.0,2.91,2740000000.0,5.15,35.25,1280000000.0,1.48,0.47,93.60,3370000.0,2.34,1.35,3000000.0,N/A
471,N/A,N/A,unp,N/A,N/A,N/A,N/A,N/A,64.66,12.70,2.78,3.08,22.35,37.38,10.00,24.13,26.01,62870000000.0,75530000000.0,12.60,1.90,3.32,7.20,3.32,17890000000.0,7.20,5090000000.0,5.80,5.10,10.00,1080000000.0,1.26,13320000000.0,1.12,24.07,7650000000.0,0.82,0.16,81.00,11090000.0,1.67,1.26,9000000.0,N/A
472,N/A,N/A,ups,N/A,N/A,N/A,N/A,N/A,751.49,20.34,1.38,41.77,6.81,10.90,10.59,104.48,64.44,78980000000.0,89400000000.0,15.40,1.73,1.54,10.66,1.54,43470000000.0,10.66,3970000000.0,4.36,3.50,0.40,5690000000.0,6.39,14640000000.0,1.14,2.16,7950000000.0,1.02,0.06,69.10,7960000.0,2.30,1.13,11030000.0,N/A
473,N/A,N/A,urbn,N/A,N/A,N/A,N/A,N/A,9.82,11.74,0.71,2.16,6.74,10.49,11.68,18.19,26.77,2460000000.0,2330000000.0,10.85,0.94,0.68,4.71,0.68,1170000000.0,4.71,231910000.0,1.78,10.30,1.30,219140000.0,1.87,115000000.0,2.24,9.64,420490000.0,0.45,26.45,80.30,10690000.0,3.37,11.03,10310000.0,N/A
474,N/A,N/A,usb,N/A,N/A,N/A,N/A,N/A,N/A,12.34,3.70,1.70,31.89,44.31,1.47,13.27,10.42,67990000000.0,1.1825e+11,10.65,2.14,6.40,N/A,6.40,N/A,N/A,5620000000.0,3.15,0.80,4.60,11150000000.0,6.37,59960000000.0,N/A,22.99,7120000000.0,0.74,0.12,73.80,11840000.0,1.84,0.66,12530000.0,N/A
475,N/A,N/A,utx,N/A,N/A,N/A,N/A,N/A,70.43,13.11,1.18,2.48,9.07,15.03,6.54,17.92,72.26,75250000000.0,92800000000.0,12.97,1.29,1.45,8.02,1.45,17650000000.0,8.02,5680000000.0,6.47,26.50,5.60,5480000000.0,6.18,22670000000.0,1.37,34.41,6060000000.0,1.16,0.13,83.20,44120000.0,7.64,5.50,50220000.0,N/A
476,N/A,N/A,v,N/A,N/A,N/A,N/A,N/A,N/A,27.25,12.50,5.82,45.59,65.40,14.40,22.11,5.70,1.7171e+11,1.675e+11,21.16,1.55,12.07,17.97,12.07,11800000000.0,17.97,6310000000.0,2.59,40.90,10.60,6020000000.0,2.48,0.00,2.03,12.26,6580000000.0,1.04,0.06,92.80,44870000.0,5.02,2.32,47500000.0,N/A
477,N/A,N/A,vale,N/A,N/A,N/A,N/A,N/A,72.11,N/A,0.57,0.29,18.40,9.89,1.53,10.15,4.22,12010000000.0,38980000000.0,N/A,0.88,1.84,7.14,1.84,12480000000.0,7.14,3900000000.0,0.78,N/A,13.20,4490000000.0,0.87,31460000000.0,1.73,8.04,3300000000.0,1.12,N/A,N/A,196540000.0,9.49,N/A,209800000.0,N/A
478,N/A,N/A,var,N/A,N/A,N/A,N/A,N/A,28.73,18.40,2.37,4.35,13.28,18.25,10.16,24.65,31.09,7220000000.0,7010000000.0,15.33,2.70,2.26,11.05,2.26,1280000000.0,11.05,411480000.0,4.09,6.80,0.70,845470000.0,8.73,495950000.0,1.83,17.45,469560000.0,0.60,0.24,98.80,7780000.0,11.53,8.06,7260000.0,N/A
479,N/A,N/A,vfc,N/A,N/A,N/A,N/A,N/A,50.55,22.88,1.84,4.29,8.30,14.68,10.72,18.56,29.39,23450000000.0,25160000000.0,15.67,1.58,2.01,11.90,2.01,5990000000.0,11.90,1040000000.0,2.40,2.30,2.60,566600000.0,1.33,2710000000.0,1.77,12.58,999820000.0,0.96,0.64,85.40,9990000.0,3.97,2.36,9740000.0,N/A
480,N/A,N/A,viab,N/A,N/A,N/A,N/A,N/A,321.77,8.60,1.25,4.69,14.49,29.36,10.76,51.46,32.99,16130000000.0,28230000000.0,6.53,0.78,2.13,6.86,2.13,N/A,6.86,1920000000.0,4.73,20.80,5.10,606000000.0,1.53,12280000000.0,1.21,8.89,2310000000.0,1.75,0.76,90.70,15450000.0,3.61,4.38,15990000.0,N/A
481,N/A,N/A,vlo,N/A,N/A,N/A,N/A,N/A,33.75,6.89,0.33,1.51,5.00,7.77,9.98,22.95,191.29,31530000000.0,34120000000.0,8.46,0.84,0.35,3.68,0.35,12700000000.0,3.68,4840000000.0,9.51,30.00,34.40,5300000000.0,11.01,7380000000.0,2.03,44.14,6120000000.0,1.32,0.44,84.20,16270000.0,2.82,3.17,15210000.0,N/A
482,N/A,N/A,vmc,N/A,N/A,N/A,N/A,N/A,45.37,64.45,3.31,2.52,5.13,14.26,3.61,4.15,24.99,10880000000.0,12810000000.0,24.43,4.72,3.86,17.17,3.86,587580000.0,17.17,177700000.0,1.27,85.00,18.90,168680000.0,1.27,1980000000.0,2.78,32.73,391950000.0,0.87,0.30,90.20,2540000.0,2.47,2.29,1810000.0,N/A
483,N/A,N/A,vno,N/A,N/A,N/A,N/A,N/A,117.83,17.41,6.17,3.18,37.46,31.54,2.68,8.33,14.80,16670000000.0,27310000000.0,16.85,3.46,9.81,20.27,9.81,1570000000.0,20.27,515580000.0,5.08,44.70,12.70,788140000.0,4.18,10080000000.0,3.85,28.67,750270000.0,0.69,9.12,88.90,3180000.0,4.28,2.32,3000000.0,N/A
484,N/A,N/A,vrsn,N/A,N/A,N/A,N/A,N/A,N/A,29.19,7.98,N/A,32.53,56.58,15.41,N/A,8.95,8270000000.0,8290000000.0,21.49,2.54,7.95,12.71,7.95,821690000.0,12.71,339180000.0,2.54,2.90,4.20,1890000000.0,16.96,1860000000.0,0.98,9.22,633420000.0,1.14,12.24,110.80,19470000.0,18.21,25.89,18680000.0,N/A
485,N/A,N/A,vtr,N/A,N/A,N/A,N/A,N/A,114.19,42.85,5.34,1.93,11.54,28.66,2.89,4.99,10.82,17620000000.0,29730000000.0,12.57,3.12,8.57,15.80,8.57,1860000000.0,15.80,463790000.0,1.23,79.10,17.30,65230000.00000001,0.20,11270000000.0,0.82,28.86,1360000000.0,0.14,0.48,96.30,10650000.0,4.02,3.66,10400000.0,N/A
486,N/A,N/A,vz,N/A,N/A,N/A,N/A,N/A,772.47,17.83,1.40,13.90,7.86,16.22,5.65,65.91,31.79,1.8074e+11,2.9047e+11,11.16,1.49,2.23,7.80,2.23,77150000000.0,7.80,10260000000.0,2.49,9.30,5.00,4430000000.0,1.09,112330000000.0,0.63,3.23,35900000000.0,0.67,0.01,64.50,50880000.0,3.74,1.25,44470000.0,N/A
487,N/A,N/A,wat,N/A,N/A,N/A,N/A,N/A,82.81,22.29,5.04,5.22,23.01,28.16,9.12,24.63,24.58,10210000000.0,9600000000.0,19.53,2.33,4.71,14.43,4.71,1160000000.0,14.43,469290000.0,5.61,2.50,1.50,2310000000.0,28.30,1630000000.0,5.77,24.11,568360000.0,0.49,4.35,94.80,3830000.0,8.62,5.61,3620000.0,N/A
488,N/A,N/A,wdc,N/A,N/A,N/A,N/A,N/A,27.16,8.14,0.77,1.15,9.47,11.80,6.68,14.48,60.49,10610000000.0,7870000000.0,6.31,3.12,0.56,2.90,0.56,4219999999.9999995,2.90,1320000000.0,5.63,33.10,14.80,5430000000.0,23.43,2540000000.0,2.68,40.42,1960000000.0,0.99,2.40,77.10,11740000.0,3.88,5.10,12870000.0,N/A
489,N/A,N/A,wec,N/A,N/A,N/A,N/A,N/A,114.73,22.77,3.23,1.98,10.95,22.35,3.41,8.84,21.34,16710000000.0,27080000000.0,18.13,3.08,5.11,16.09,5.11,1630000000.0,16.09,580600000.0,2.33,44.50,64.40,22200000.0,0.07,9990000000.0,0.82,27.34,1240000000.0,0.23,0.14,62.90,8610000.0,4.48,3.82,7580000.0,N/A
490,N/A,N/A,wfc,N/A,N/A,N/A,N/A,N/A,N/A,11.53,2.94,1.42,27.54,43.13,1.35,12.34,16.28,2.4451e+11,1.7656e+11,10.27,1.17,2.11,N/A,2.11,N/A,N/A,21600000000.0,4.15,N/A,1.00,366440000000.0,71.96,297060000000.0,N/A,33.83,N/A,0.87,0.10,77.50,27480000.0,1.77,0.53,25610000.0,N/A
491,N/A,N/A,wfm,N/A,N/A,N/A,N/A,N/A,1.72,19.81,0.65,2.72,3.48,6.23,10.43,14.14,42.93,10010000000.0,9710000000.0,18.10,2.56,0.63,6.95,0.63,5420000000.0,6.95,536000000.0,1.48,55.50,5.60,392000000.0,1.15,65000000.0,1.23,10.80,1130000000.0,0.84,0.81,80.80,34160000.0,4.94,9.60,34860000.0,N/A
492,N/A,N/A,wgo,N/A,N/A,N/A,N/A,N/A,N/A,11.63,0.47,1.85,4.13,6.02,10.26,18.14,35.87,461350000.0,394030000.0,8.95,2.12,0.41,6.25,0.41,104880000.0,6.25,39870000.0,1.47,13.50,4.50,55720000.0,2.07,0.00,3.22,9.03,56740000.0,2.14,11.62,95.40,3580000.0,10.11,15.02,4150000.0000000005,N/A
493,N/A,N/A,whr,N/A,N/A,N/A,N/A,N/A,83.12,15.27,0.47,2.04,3.21,6.52,4.92,13.35,270.91,10210000000.0,14060000000.0,9.10,0.63,0.66,6.86,0.66,3400000000.0,6.86,684000000.0,8.56,2.20,9.40,698000000.0,8.93,4810000000.0,0.96,62.35,1450000000.0,1.81,0.75,92.90,3610000.0,4.08,4.71,3110000.0,N/A
494,N/A,N/A,win,N/A,N/A,N/A,N/A,N/A,260.99,N/A,0.09,2.98,3.30,8.98,2.51,60.20,57.90,502150000.0,11340000000.0,N/A,0.01,1.96,5.94,1.96,2950000000.0,5.94,194900000.0,1.95,N/A,3.00,97200000.0,0.96,10910000000.0,0.87,1.73,1110000000.0,0.21,0.92,67.80,24450000.0,10.22,24.36,25790000.0,N/A
495,N/A,N/A,wm,N/A,N/A,N/A,N/A,N/A,172.15,22.25,1.79,4.49,8.14,14.52,5.60,19.73,28.88,23180000000.0,35820000000.0,18.81,2.62,2.72,10.44,2.72,4990000000.0,10.44,1070000000.0,2.33,24.10,6.70,113000000.0,0.25,9050000000.0,0.98,11.73,2490000000.0,0.85,2.80,78.40,8800000.0,4.16,1.93,7120000.0,N/A
496,N/A,N/A,wmb,N/A,N/A,N/A,N/A,N/A,129.86,34.81,1.58,1.60,4.50,17.36,1.62,1.70,10.01,11610000000.0,35420000000.0,12.91,18.53,4.73,11.94,4.73,3130000000.0,11.94,337000000.0,0.45,N/A,13.00,125000000.0,0.17,23710000000.0,0.33,9.86,3100000000.0,1.23,0.15,87.80,12020000.0,0.83,1.76,13190000.0,N/A
497,N/A,N/A,wmt,N/A,N/A,N/A,N/A,N/A,64.29,13.03,0.41,2.52,3.12,5.25,7.69,18.62,150.20,1.948e+11,2.4644e+11,14.59,15.31,0.51,7.10,0.51,120560000000.0,7.10,15090000000.0,4.67,11.00,1.30,6990000000.0,2.18,53120000000.0,0.92,24.79,28100000000.0,0.38,51.35,30.60,27840000.0,2.65,1.76,28360000.0,N/A
498,N/A,N/A,wpx,N/A,N/A,N/A,N/A,N/A,67.04,34.90,0.59,0.22,1.46,12.58,1.46,2.59,8.24,979980000.0,4350000000.0,N/A,11.58,2.44,3.39,2.44,1930000000.0,3.39,115000000.0,0.10,N/A,44.60,99000000.0,0.36,3400000000.0,1.21,17.19,920000000.0,1.49,9.54,68.70,35840000.0,3.91,20.22,35150000.0,N/A
499,N/A,N/A,wtw,N/A,N/A,N/A,N/A,N/A,N/A,14.71,0.62,N/A,3.94,16.39,8.55,N/A,21.66,797170000.0,2850000000.0,16.71,0.60,2.31,11.16,2.31,802550000.0,11.16,48600000.0,0.85,42.50,20.80,212260000.0,3.34,2300000000.0,0.63,23.46,63200000.0,2.53,51.88,95.00,13870000.0,4.00,64.31,11490000.0,N/A
500,N/A,N/A,wu,N/A,N/A,N/A,N/A,N/A,258.60,10.18,1.51,6.18,15.36,20.57,7.21,67.04,10.66,8340000000.0,10260000000.0,9.59,1.40,1.86,7.30,1.86,2310000000.0,7.30,847000000.0,1.62,0.80,2.90,1530000000.0,3.04,3480000000.0,0.42,2.66,1070000000.0000001,1.16,0.11,111.30,72550000.0,18.60,16.07,71920000.0,N/A
501,N/A,N/A,wy,N/A,N/A,N/A,N/A,N/A,110.74,22.61,1.82,2.68,8.59,14.49,4.92,11.42,13.73,12560000000.0,17360000000.0,17.08,5.01,2.43,11.44,2.43,1640000000.0,11.44,569000000.0,1.09,83.60,5.00,1050000000.0,2.05,5400000000.0,2.79,9.52,1030000000.0,1.11,1.41,83.80,19760000.0,5.41,3.82,20170000.0,N/A
502,N/A,N/A,wyn,N/A,N/A,N/A,N/A,N/A,508.64,14.21,1.38,7.39,10.12,18.59,6.58,45.35,45.55,7550000000.0,12430000000.0,11.58,0.99,2.28,9.99,2.28,2780000000.0,9.99,552000000.0,4.57,7.80,3.30,259000000.0,2.23,5180000000.0,0.97,8.76,902000000.0,1.36,1.15,95.10,11530000.0,11.10,9.60,11160000.0,N/A
503,N/A,N/A,wynn,N/A,N/A,N/A,N/A,N/A,N/A,29.35,1.40,N/A,4.57,17.10,4.76,260.05,42.20,5720000000.0,12710000000.0,17.60,2.02,2.98,11.86,2.98,2120000000.0,11.86,194970000.0,1.92,61.50,27.30,2029999999.9999998,20.02,8750000000.0,2.11,1.75,469700000.0,2.08,31.89,75.70,43.00,3.44,22.39,14380000.0,N/A
504,N/A,N/A,x,N/A,N/A,N/A,N/A,N/A,109.99,N/A,0.08,0.33,1.79,0.94,0.66,6.58,89.60,1040000000.0,3380000000.0,N/A,0.13,0.26,4.98,0.26,2049999999.9999998,4.98,234000000.0,1.60,N/A,38.30,1160000000.0,7.97,3490000000.0,1.62,21.68,553000000.0,1.52,0.36,88.10,57570000.0,5.47,39.64,58480000.0,N/A
505,N/A,N/A,xel,N/A,N/A,N/A,N/A,N/A,125.30,19.11,1.67,1.79,8.59,17.25,3.32,9.39,22.29,18580000000.0,31680000000.0,16.50,3.77,2.80,10.01,2.80,3730000000.0,10.01,971800000.0,1.92,15.70,1.10,412710000.0,0.81,13210000000.0,1.08,20.79,3130000000.0,0.30,0.15,71.80,8970000.0,2.32,1.77,9720000.0,N/A
506,N/A,N/A,xl,N/A,N/A,N/A,N/A,N/A,19.62,8.79,1.25,0.89,13.31,16.70,1.65,9.73,30.43,10390000000.0,8390000000.0,10.41,12.29,1.00,5.72,1.00,2360000000.0,5.72,1120000000.0,3.97,62.30,66.20,4870000000.0,16.36,2730000000.0,1.47,39.88,744660000.0,0.90,0.33,96.00,5590000.0,2.69,2.20,4820000.0,N/A
507,N/A,N/A,xlnx,N/A,N/A,N/A,N/A,N/A,60.58,20.13,4.92,4.22,25.84,31.50,8.89,21.74,8.58,11070000000.0,9280000000.0,19.23,2.04,4.15,11.95,4.15,1670000000.0,11.95,578100000.0,2.14,25.80,12.70,3300000000.0,12.83,1580000000.0,4.19,10.13,773660000.0,1.31,0.32,94.40,5090000.0,2.38,1.97,5380000.0,N/A
508,N/A,N/A,xom,N/A,N/A,N/A,N/A,N/A,19.40,15.46,1.21,1.86,7.56,7.47,3.55,11.26,62.64,3.0464e+11,3.4806e+11,23.76,2.09,1.32,9.29,1.32,127270000000.0,9.29,19940000000.0,4.73,47.50,38.00,4300000000.0,1.03,34310000000.000004,0.86,41.01,33380000000.000004,1.02,0.13,50.10,50450000.0,3.02,1.21,54570000.0,N/A
509,N/A,N/A,xray,N/A,N/A,N/A,N/A,N/A,50.70,29.16,2.90,3.46,10.19,16.27,5.96,11.60,19.40,7930000000.0,8800000000.0,20.14,2.57,3.23,15.53,3.23,1600000000.0,15.53,277350000.0,1.94,12.20,8.40,236600000.0,1.69,1160000000.0,1.29,16.31,563700000.0,1.43,0.35,92.60,7640000.0,8.58,6.95,7610000.0,N/A
510,N/A,N/A,xrx,N/A,N/A,N/A,N/A,N/A,79.70,28.53,0.49,0.99,1.95,5.00,2.18,5.43,16.88,8870000000.0,15790000000.0,8.85,9.66,0.86,9.35,0.86,6250000000.0,9.35,548000000.0,0.31,N/A,9.60,804000000.0,0.79,7580000000.0,1.30,9.00,1590000000.0,0.90,6.66,84.50,23540000.0,2.52,2.16,20980000.0,N/A
511,N/A,N/A,xyl,N/A,N/A,N/A,N/A,N/A,62.41,18.63,1.60,2.89,8.70,12.46,6.09,15.20,20.38,5880000000.0,6580000000.0,16.32,2.28,1.78,11.00,1.78,1510000000.0,11.00,322000000.0,1.76,17.00,6.30,611000000.0,3.41,1280000000.0,2.48,11.39,423000000.0,1.30,0.40,92.80,200.00,0.01,N/A,0.00,N/A
512,N/A,N/A,yhoo,N/A,N/A,N/A,N/A,N/A,4.31,115.12,5.68,0.99,4.90,0.55,0.04,0.77,5.26,27180000000.0,22510000000.0,50.49,1.42,4.55,47.19,4.55,3320000000.0,47.19,242250000.0,0.25,98.90,6.80,5880000000.0,6.23,1220000000.0,5.63,29.94,2380000000.0,2.05,7.87,70.60,56690000.0,3.42,6.56,57000000.0,N/A
513,N/A,N/A,yum,N/A,N/A,N/A,N/A,N/A,169.94,32.48,2.26,16.24,7.09,15.57,14.64,40.20,30.03,29320000000.0,32010000000.0,18.99,2.04,2.43,11.47,2.43,3600000000.0,11.47,932000000.0,2.09,4.20,2.20,861000000.0,2.00,3220000000.0,0.73,4.23,2250000000.0,0.78,0.27,79.50,10040000.0,2.65,2.32,7410000.0,N/A
514,N/A,N/A,zion,N/A,N/A,N/A,N/A,N/A,N/A,19.63,2.19,0.68,14.09,23.25,0.51,3.86,10.10,4390000000.0,2640000000.0,11.01,1.94,1.29,N/A,1.29,N/A,N/A,222010000.0,1.09,5.30,8.40,8660000000.0,42.41,1300000000.0,N/A,32.47,488550000.0,1.09,1.94,90.40,14490000.0,4.35,7.31,12020000.0,N/A
515,N/A,N/A,znga,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.76,1.11,14.96,9.96,2.08,6.00,0.85,2080000000.0,1060000000.0,55.75,7.60,1.37,65.36,1.37,476840000.0,65.36,115440000.0,0.13,N/A,10.80,1070000000.0000001,1.15,0.00,5.44,2.06,43570000.0,0.47,7.67,66.30,27190000.0,2.88,3.58,25130000.0,N/A
