,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
253,N/A,N/A,ipg,N/A,N/A,N/A,N/A,N/A,82.70,17.42,1.16,4.73,6.60,11.12,4.56,23.56,18.56,8570000000.0,10210000000.0,15.98,2.08,1.34,10.15,1.34,7540000000.0,10.15,503200000.0,1.21,16.50,1.30,881200000.0,2.17,1750000000.0,1.01,4.59,794800000.0,1.69,0.56,97.40,10500000.0,3.42,2.55,10860000.0,N/A
254,N/A,N/A,ir,N/A,N/A,N/A,N/A,N/A,78.87,19.15,1.00,2.30,5.20,11.03,5.25,11.29,49.74,12770000000.0,17120000000.0,12.23,1.66,1.30,9.68,1.30,3910000000.0,9.68,666700000.0,2.55,3.30,3.00,651500000.0,2.50,4570000000.0,1.22,21.96,728600000.0,1.43,0.32,86.30,1660000.0,0.83,0.63,1840000.0,N/A
255,N/A,N/A,irm,N/A,N/A,N/A,N/A,N/A,834.86,40.00,1.73,8.63,4.30,17.88,5.09,24.27,14.53,5190000000.0,9920000000.0,11.11,1.21,3.27,11.00,3.27,1770000000.0,11.00,129560000.0,0.61,915.20,4.60,492900000.0,2.33,5170000000.0,1.35,2.88,491190000.0,1.00,4.63,101.40,18810000.0,13.96,11.96,19070000.0,N/A
256,N/A,N/A,isrg,N/A,N/A,N/A,N/A,N/A,N/A,38.25,9.05,5.04,23.75,30.45,10.49,15.16,62.37,20720000000.0,19050000000.0,27.43,2.15,8.30,24.28,8.30,1410000000.0,24.28,545600000.0,14.50,35.20,7.20,1740000000.0,46.56,0.00,5.01,110.33,682700000.0,0.39,1.18,92.50,1330000.0,4.72,4.25,1310000.0,N/A
257,N/A,N/A,itw,N/A,N/A,N/A,N/A,N/A,153.48,16.12,2.18,5.84,13.93,21.09,10.23,29.63,36.50,29570000000.0,34500000000.0,14.92,2.08,2.53,10.30,2.53,5810000000.0,10.30,1910000000.0,5.05,3.80,9.20,3000000000.0,8.26,7810000000.0,2.56,13.99,2049999999.9999998,1.10,0.98,77.40,7220000.0,4.59,2.45,8240000.0,N/A
258,N/A,N/A,ivz,N/A,N/A,N/A,N/A,N/A,81.47,11.77,2.37,1.51,20.08,27.01,3.87,10.87,11.93,11960000000.0,17170000000.0,10.77,1.51,3.33,11.56,3.33,5150000000.0,11.56,1040000000.0,2.40,2.60,2.90,2410000000.0,5.68,7360000000.0,6.77,19.09,738600000.0,1.50,1.32,85.60,4870000.0,1.32,1.15,3500000.0,N/A
259,N/A,N/A,jbl,N/A,N/A,N/A,N/A,N/A,90.23,10.61,0.19,1.51,1.85,3.49,4.24,15.16,96.20,3550000000.0,4650000000.0,6.51,0.60,0.25,3.82,0.25,1500000000.0,3.82,351560000.0,1.76,82.80,14.50,1130000000.0,5.93,2170000000.0,1.09,12.50,1200000000.0,0.46,8.71,99.00,12150000.0,4.30,6.55,11310000.0,N/A
260,N/A,N/A,jci,N/A,N/A,N/A,N/A,N/A,61.49,14.65,0.60,2.17,4.20,5.99,4.45,13.78,56.75,22470000000.0,28500000000.0,8.20,0.85,0.77,9.23,0.77,6450000000.0,9.23,1440000000.0,2.37,12.90,12.10,603000000.0,0.93,6610000000.0,1.06,16.03,1600000000.0,1.67,0.28,80.30,7230000.0,1.93,1.12,7430000.0,N/A
261,N/A,N/A,jcp,N/A,N/A,N/A,N/A,N/A,343.50,N/A,0.16,1.30,4.00,0.06,0.04,25.20,40.96,1930000000.0,6690000000.0,N/A,0.20,0.53,10.73,0.53,4260000000.0,10.73,501000000.0,1.65,N/A,4.80,638000000.0,2.09,5310000000.0,1.67,5.06,277000000.0,0.71,1.18,85.60,104140000.0,8.94,37.32,103710000.0,N/A
262,N/A,N/A,jec,N/A,N/A,N/A,N/A,N/A,13.72,15.32,0.37,1.05,2.50,3.68,3.43,7.42,96.91,4530000000.0,4600000000.0,10.75,1.72,0.38,7.76,0.38,1970000000.0,7.76,302970000.0,2.40,65.30,3.20,460860000.0,3.76,597800000.0,1.66,34.85,484570000.0,1.49,2.12,94.10,3620000.0,3.56,3.00,3890000.0,N/A
263,N/A,N/A,jnj,N/A,N/A,N/A,N/A,N/A,27.86,18.37,3.83,3.77,20.87,26.73,8.88,19.87,25.37,2.6493e+11,2.5241e+11,14.96,3.34,3.58,11.19,3.58,51580000000.0,11.19,14720000000.0,5.21,29.30,7.40,37310000000.0,13.48,19940000000.0,2.51,25.86,18560000000.0,0.99,0.02,67.30,28570000.0,3.84,1.03,28510000.0,N/A
264,N/A,N/A,jnpr,N/A,N/A,N/A,N/A,N/A,44.01,N/A,2.14,2.24,7.19,17.38,5.58,6.29,11.56,9870000000.0,9900000000.0,11.63,0.96,2.13,10.16,2.13,2860000000.0,10.16,333700000.0,0.83,90.80,10.90,1980000000.0,5.14,1950000000.0,1.67,11.51,1060000000.0,1.16,7.81,81.00,9520000.0,1.61,2.42,8570000.0,N/A
265,N/A,N/A,joy,N/A,N/A,N/A,N/A,N/A,76.55,N/A,0.27,0.61,37.14,8.27,3.52,55.35,32.54,879400000.0,1850000000.0,18.71,0.92,0.58,4.59,0.58,838920000.0,4.59,1180000000.0,12.08,N/A,23.60,102890000.0,1.05,1090000000.0,2.27,14.55,355330000.0,1.92,0.49,111.00,25830000.0,4.54,26.63,23070000.0,N/A
266,N/A,N/A,jpm,N/A,N/A,N/A,N/A,N/A,N/A,9.25,2.33,0.95,27.24,37.57,0.99,10.19,24.25,2.0431e+11,1.3479e+11,8.27,1.19,1.50,N/A,1.50,91070000000.0,N/A,22410000000.0,6.00,10.20,0.20,916920000000.0,249.56,572660000000.0,N/A,60.29,N/A,1.16,0.55,76.20,28750000.0,1.99,0.78,30130000.0,N/A
267,N/A,N/A,jwn,N/A,N/A,N/A,N/A,N/A,199.50,13.21,0.59,6.08,4.72,8.65,8.65,36.67,75.46,8480000000.0,10470000000.0,12.81,2.81,0.73,5.84,0.73,5100000000.0,5.84,675000000.0,3.49,43.00,6.00,821000000.0,4.47,2810000000.0,1.22,7.59,2450000000.0,0.85,26.42,56.60,26000000.0,6.75,18.58,20580000.0,N/A
268,N/A,N/A,k,N/A,N/A,N/A,N/A,N/A,297.38,69.20,1.82,9.47,2.61,7.94,4.41,11.80,39.23,24840000000.0,32900000000.0,19.05,4.75,2.37,20.32,2.37,5060000000.0,20.32,362000000.0,1.01,8.50,8.50,299000000.0,0.84,7950000000.0,0.66,7.52,1560000000.0,0.62,0.25,82.60,8070000.0,4.60,3.20,8050000.000000001,N/A
269,N/A,N/A,key,N/A,N/A,N/A,N/A,N/A,N/A,10.48,2.31,0.91,23.04,33.67,1.01,8.84,4.85,9360000000.0,19460000000.0,9.91,1.17,4.75,N/A,4.75,N/A,N/A,914000000.0,1.07,17.70,7.20,2080000000.0,2.49,12070000000.0,N/A,12.47,1100000000.0,0.92,0.16,83.20,41880000.0,3.04,4.99,33490000.000000004,N/A
270,N/A,N/A,kim,N/A,N/A,N/A,N/A,N/A,106.14,20.56,9.37,2.16,50.08,34.46,2.25,11.79,2.76,10480000000.0,15950000000.0,16.35,3.35,14.07,22.09,14.07,735280000.0,22.09,530540000.0,1.23,60.20,13.00,180910000.0,0.44,5500000000.0,3.33,11.93,636620000.0,0.73,2.70,90.30,10260000.0,3.02,3.06,9280000.0,N/A
271,N/A,N/A,klac,N/A,N/A,N/A,N/A,N/A,070.18,26.32,3.56,34.07,14.17,26.86,9.57,20.86,17.56,10130000000.0,10910000000.0,15.83,0.88,3.88,13.07,3.88,1600000000.0,13.07,398820000.0,2.47,45.20,N/A,2270000000.0,14.55,3150000000.0,4.02,1.89,764760000.0,1.90,0.23,94.10,1230000.0,0.93,1.07,1340000.0,N/A
272,N/A,N/A,kmb,N/A,N/A,N/A,N/A,N/A,774.28,76.73,2.42,844.83,3.16,18.24,12.74,27.94,51.60,44900000000.0,52710000000.0,20.08,2.76,2.79,12.50,2.79,6680000000.0,12.50,612000000.0,1.61,8.00,6.70,643000000.0,1.77,7660000000.0,0.88,0.15,2230000000.0,0.85,0.34,69.10,5160000.0,2.90,1.42,4520000.0,N/A
273,N/A,N/A,kmi,N/A,N/A,N/A,N/A,N/A,124.63,22.79,1.90,0.79,7.30,28.43,3.21,4.67,7.38,26800000000.0,72340000000.0,16.23,4.73,4.92,11.25,4.92,7790000000.0,11.25,1060000000.0,0.53,43.50,13.60,332000000.0,0.15,44670000000.0,0.50,15.94,4480000000.0,0.99,13.70,56.50,52390000.0,0.79,2.97,52900000.0,N/A
274,N/A,N/A,kmx,N/A,N/A,N/A,N/A,N/A,364.26,15.02,0.56,2.92,4.18,7.00,4.81,20.53,72.34,8790000000.0,18990000000.0,13.16,0.96,1.27,16.12,1.27,1890000000.0,16.12,625540000.0,2.99,1.40,4.10,34970000.0,0.18,10610000000.0,2.85,14.74,565090000.0,1.10,0.56,103.90,24440000.0,7.24,13.90,22060000.0,N/A
275,N/A,N/A,ko,N/A,N/A,N/A,N/A,N/A,176.90,26.39,4.04,6.99,15.24,23.09,6.88,23.03,10.36,1.7996e+11,2.0598e+11,20.09,7.39,4.56,16.65,4.56,28110000000.0,16.65,6880000000.0,1.57,31.50,4.60,22800000000.0,5.24,46460000000.0,1.16,6.00,11030000000.0,0.83,0.69,63.20,43.00,2.33,0.78,30670000.0,N/A
276,N/A,N/A,kr,N/A,N/A,N/A,N/A,N/A,180.29,18.73,0.34,5.88,1.84,3.22,7.06,34.64,112.56,36890000000.0,48210000000.0,16.90,1.73,0.44,8.61,0.44,22950000000.0,8.61,1980000000.0,2.02,18.20,0.40,274000000.0,0.28,11260000000.0,0.72,6.49,4540000000.0,1.00,0.78,78.90,22290000.0,2.63,2.29,27790000.0,N/A
277,N/A,N/A,kss,N/A,N/A,N/A,N/A,N/A,93.81,12.13,0.46,1.62,3.90,8.70,6.95,13.23,97.23,8670000000.0,13440000000.0,9.90,1.26,0.70,5.20,0.70,6920000000.0,5.20,746000000.0,3.76,15.50,1.20,501000000.0,2.64,5140000000.0,1.58,28.66,1500000000.0,1.38,0.87,109.60,25640000.0,6.88,12.75,25860000.0,N/A
278,N/A,N/A,ksu,N/A,N/A,N/A,N/A,N/A,56.04,14.62,2.92,1.86,19.70,32.82,6.26,11.97,22.37,7020000000.0,9420000000.0,13.81,2.69,3.83,8.68,3.83,1700000000.0,8.68,485000000.0,4.40,4.70,6.70,116600000.0,1.07,2340000000.0,1.25,35.45,895400000.0,0.91,1.34,92.80,5680000.0,2.70,5.20,5580000.0,N/A
279,N/A,N/A,l,N/A,N/A,N/A,N/A,N/A,44.59,18.98,0.91,0.67,4.92,16.74,1.82,3.57,36.81,12140000000.0,17020000000.0,12.24,2.39,1.25,5.34,1.25,8730000000.0,5.34,676000000.0,1.81,12.50,10.00,6170000000.0,17.42,10770000000.0,0.50,52.52,3090000000.0,0.78,16.39,27.00,4470000.0,3.23,1.43,4150000.0000000005,N/A
280,N/A,N/A,leg,N/A,N/A,N/A,N/A,N/A,90.19,20.35,1.33,4.78,6.76,11.20,8.79,25.11,27.79,5140000000.0,5950000000.0,16.15,1.40,1.52,10.90,1.52,790400000.0,10.90,288600000.0,1.86,97.50,1.20,251200000.0,1.85,992500000.0,1.84,8.01,423000000.0,1.14,12.33,62.20,4880000.0,5.48,3.60,5190000.0,N/A
281,N/A,N/A,len,N/A,N/A,N/A,N/A,N/A,120.88,11.66,0.91,1.61,8.48,11.55,N/A,15.00,46.17,8550000000.0,14770000000.0,9.78,0.74,1.56,13.02,1.56,1440000000.0,13.02,802890000.0,3.49,14.80,14.00,706280000.0,3.36,6860000000.0,N/A,25.51,N/A,1.05,68.97,107.10,22030000.0,7.53,13.01,23540000.0,N/A
282,N/A,N/A,lh,N/A,N/A,N/A,N/A,N/A,135.55,23.91,1.43,2.26,5.69,15.41,6.91,11.49,82.22,11100000000.0,17090000000.0,12.46,1.20,2.20,10.91,2.20,2200000000.0,10.91,442200000.0,4.59,11.40,46.30,713000000.0,7.05,6680000000.0,1.47,48.55,811500000.0,0.70,5.66,2.80,3600000.0,4.02,3.59,3540000.0,N/A
283,N/A,N/A,life,N/A,N/A,N/A,N/A,N/A,4.60,N/A,N/A,1.10,N/A,N/A,27.63,54.07,N/A,141890000.0,39270000.0,N/A,N/A,1.08,1.08,1.08,N/A,1.08,37530000.0,3.70,N/A,N/A,108800000.0,4.60,5950000.0,12.69,5.46,32759999.999999996,1.41,9.43,60.80,852.25,6.22,5.60,705.83,N/A
284,N/A,N/A,lll,N/A,N/A,N/A,N/A,N/A,84.76,69.17,0.75,1.89,1.12,8.60,4.58,2.71,140.20,8470000000.0,12240000000.0,14.88,6.37,1.06,10.06,1.06,1080000000.0,10.06,129000000.0,1.56,N/A,4.20,323000000.0,4.12,3950000000.0,1.74,58.02,1150000000.0,1.27,0.72,84.10,1660000.0,2.86,2.02,1830000.0,N/A
285,N/A,N/A,lltc,N/A,N/A,N/A,N/A,N/A,N/A,20.06,6.54,5.97,34.82,45.52,22.92,33.92,5.91,9840000000.0,8220000000.0,19.22,1.86,5.68,11.54,5.68,1120000000.0,11.54,503550000.0,2.05,13.40,7.90,1240000000.0,5.21,0.00,8.64,6.63,638280000.0,1.11,5.72,90.00,8350000.0,4.49,3.46,8790000.0,N/A
286,N/A,N/A,lly,N/A,N/A,N/A,N/A,N/A,53.01,37.25,4.48,5.80,11.97,19.71,6.84,14.33,18.53,87490000000.0,92100000000.0,23.27,1.69,4.67,17.35,4.67,14680000000.0,17.35,2360000000.0,2.22,59.70,1.70,4320000000.0,4.07,8080000000.0,1.51,14.34,3320000000.0,0.18,11.81,65.90,13080000.0,3.24,1.34,13670000.0,N/A
287,N/A,N/A,lm,N/A,N/A,N/A,N/A,N/A,23.37,11.26,1.23,0.77,11.38,18.99,4.88,7.02,25.59,3410000000.0,3380000000.0,10.01,0.57,1.21,5.78,1.21,2760000000.0,5.78,310620000.0,2.81,213.40,4.40,1110000000.0,10.33,1060000000.0,2.96,41.19,588210000.0,1.64,0.69,90.60,4840000.0,4.25,4.40,5660000.0,N/A
288,N/A,N/A,lmt,N/A,N/A,N/A,N/A,N/A,299.04,18.67,1.45,23.52,7.82,11.73,8.76,96.82,146.30,64650000000.0,71270000000.0,17.25,2.57,1.56,11.98,1.56,5260000000.0,11.98,3580000000.0,11.27,2.60,3.10,3300000000.0,10.74,8410000000.0,1.16,9.15,3540000000.0,0.60,0.03,83.90,2270000.0,1.73,0.87,2450000.0,N/A
289,N/A,N/A,lnc,N/A,N/A,N/A,N/A,N/A,43.47,8.12,0.70,0.68,8.71,12.18,0.43,8.17,55.23,9450000000.0,10400000000.0,5.87,1.02,0.74,6.08,0.74,4800000000.0,6.08,1220000000.0,4.71,48.30,9.00,5690000000.0,22.98,6260000000.0,4.82,58.19,2920000000.0,1.75,0.33,84.30,2300000.0,1.24,0.90,2180000.0,N/A
290,N/A,N/A,low,N/A,N/A,N/A,N/A,N/A,150.38,21.60,1.09,7.60,5.11,9.21,9.92,31.24,62.06,62290000000.0,74780000000.0,17.15,1.23,1.28,10.76,1.28,19560000000.0,10.76,2970000000.0,3.15,25.80,5.00,1380000000.0,1.51,12600000000.0,1.02,9.14,4790000000.0,0.97,0.14,77.10,7810000.0,1.97,0.82,7570000.0,N/A
291,N/A,N/A,lrcx,N/A,N/A,N/A,N/A,N/A,44.23,15.28,1.87,1.99,14.07,18.25,7.45,15.67,35.94,11020000000.0,8720000000.0,10.46,0.99,1.53,6.60,1.53,2280000000.0,6.60,803170000.0,4.55,104.60,38.80,4330000000.0,27.35,2370000000.0,2.86,33.89,1090000000.0,1.57,0.41,101.70,19080000.0,10.08,13.85,18930000.0,N/A
292,N/A,N/A,luk,N/A,N/A,N/A,N/A,N/A,217.38,28.87,0.49,0.56,1.84,10.37,1.49,1.80,31.82,5900000000.0,5050000000.0,17.70,N/A,0.43,3.60,0.43,2660000000.0,3.60,214620000.0,0.56,N/A,20.20,24050000000.0,66.39,23330000000.0,1.22,28.61,903150000.0,1.03,13.20,70.80,7820000.0,2.38,2.32,7150000.0,N/A
293,N/A,N/A,luv,N/A,N/A,N/A,N/A,N/A,39.06,14.46,1.33,3.70,9.51,19.57,11.32,25.49,28.88,25560000000.0,25380000000.0,9.38,0.39,1.32,5.45,1.32,10930000000.0,5.45,1840000000.0,2.72,77.50,7.20,3100000000.0,4.76,2720000000.0,0.65,10.71,3120000000.0,1.30,0.08,77.80,12260000.0,1.96,2.06,13500000.0,N/A
294,N/A,N/A,lyb,N/A,N/A,N/A,N/A,N/A,113.32,7.76,0.92,4.57,12.44,17.10,15.50,51.99,75.42,32510000000.0,38490000000.0,7.21,1.02,1.07,5.40,1.07,6670000000.0,5.40,4470000000.0,9.32,5.80,30.90,3090000000.0,6.87,8330000000.0,2.16,16.18,6700000000.0,1.00,18.58,76.20,8170000.0,2.34,2.11,9710000.0,N/A
295,N/A,N/A,m,N/A,N/A,N/A,N/A,N/A,200.33,10.29,0.44,3.07,4.79,9.48,7.34,28.31,81.96,12490000000.0,19670000000.0,10.54,3.53,0.71,5.36,0.71,11240000000.0,5.36,1320000000.0,3.86,45.60,5.20,474000000.0,1.51,7960000000.0,1.19,12.63,2150000000.0,1.20,0.30,91.90,11930000.0,1.46,3.50,9730000.0,N/A
296,N/A,N/A,ma,N/A,N/A,N/A,N/A,N/A,23.74,26.14,10.09,15.47,38.77,53.47,21.89,57.90,8.41,96320000000.0,93190000000.0,22.05,1.59,9.71,16.99,9.71,9470000000.0,16.99,3720000000.0,3.26,3.70,1.60,5110000000.0,4.55,1500000000.0,1.62,5.57,3730000000.0,1.27,10.55,79.60,7730000.0,2.21,0.78,6550000.0,N/A
297,N/A,N/A,mac,N/A,N/A,N/A,N/A,N/A,117.41,7.85,9.18,2.24,113.49,25.79,1.89,34.41,8.46,11910000000.0,18880000000.0,18.58,3.01,14.26,23.57,14.26,663320000.0,23.57,1500000000.0,9.58,6.50,20.10,93010000.0,0.59,6830000000.0,0.64,34.24,517450000.00000006,0.86,0.66,102.40,3860000.0,3.46,3.42,4290000.0,N/A
298,N/A,N/A,mar,N/A,N/A,N/A,N/A,N/A,N/A,19.56,5.27,N/A,29.97,46.60,12.77,N/A,10.42,15360000000.0,19220000000.0,16.03,0.82,6.74,13.26,6.74,1970000000.0,13.26,854000000.0,3.06,9.40,0.30,95000000.0,0.37,4300000000.0,0.49,13.94,1350000000.0,1.36,26.27,56.60,26450000.0,9.72,13.02,24600000.0,N/A
299,N/A,N/A,mas,N/A,N/A,N/A,N/A,N/A,228.57,22.46,0.95,N/A,4.41,10.91,8.96,64.21,25.21,8160000000.0,10090000000.0,16.50,1.12,1.17,9.22,1.17,2390000000.0,9.22,401000000.0,1.08,79.60,0.30,1530000000.0,4.62,3420000000.0,2.27,0.48,718000000.0,1.46,1.25,92.30,14550000.0,4.41,4.23,13960000.0,N/A
300,N/A,N/A,mat,N/A,N/A,N/A,N/A,N/A,87.89,28.23,1.48,3.28,5.34,9.92,5.22,10.79,16.81,8480000000.0,10410000000.0,18.10,25.69,1.83,12.48,1.83,3000000000.0,12.48,300290000.0,0.89,32.60,11.40,289700000.0,0.85,2260000000.0,2.21,7.58,810540000.0,1.18,0.25,101.80,55030000.0,8.88,16.30,62020000.0,N/A
301,N/A,N/A,mcd,N/A,N/A,N/A,N/A,N/A,216.50,25.07,4.21,12.98,17.24,28.60,13.29,40.31,26.92,1.0631e+11,1.2343e+11,21.52,2.93,4.81,13.86,4.81,10460000000.0,13.86,4420000000.0,4.62,22.50,5.30,2450000000.0,2.67,17990000000.0,1.52,9.05,6660000000.0,0.75,0.05,69.30,10150000.0,1.90,1.06,12870000.0,N/A
302,N/A,N/A,mchp,N/A,N/A,N/A,N/A,N/A,126.23,24.78,3.94,3.98,17.75,21.27,5.49,17.29,10.61,8700000000.0,9160000000.0,14.53,2.28,4.26,12.46,4.26,1230000000.0,12.46,381020000.0,1.73,30.70,0.90,2000000000.0,9.85,2690000000.0,7.48,10.49,694760000.0,0.95,2.38,98.80,18890000.0,9.40,9.58,16489999.999999998,N/A
303,N/A,N/A,mck,N/A,N/A,N/A,N/A,N/A,91.30,22.24,0.21,4.44,0.96,1.77,3.84,20.83,807.38,39120000000.0,43020000000.0,12.35,1.00,0.23,10.21,0.23,11410000000.0,10.21,2090000000.0,7.64,31.60,10.40,5360000000.0,23.29,9390000000.0,1.11,38.19,4200000000.0,0.78,0.29,86.50,2080000.0,1.37,0.90,1880000.0,N/A
304,N/A,N/A,mco,N/A,N/A,N/A,N/A,N/A,N/A,18.45,4.89,N/A,27.45,42.63,19.07,513.95,17.27,17030000000.0,18270000000.0,17.19,1.51,5.23,11.40,5.23,2400000000.0,11.40,959700000.0,4.67,7.60,2.30,1940000000.0,9.82,3120000000.0,2.73,2.38,1200000000.0,1.18,0.41,93.10,7960000.0,6.98,4.51,6800000.0,N/A
305,N/A,N/A,mdlz,N/A,N/A,N/A,N/A,N/A,54.94,7.93,2.12,2.21,27.32,12.57,3.58,27.96,18.97,64630000000.0,80240000000.0,20.23,2.72,2.58,16.60,2.58,12600000000.0,16.60,8500000000.0,5.13,708.20,17.80,2100000000.0,1.33,16460000000.0,0.89,18.77,3820000000.0,1.29,2.90,77.40,12910000.0,1.53,0.81,15090000.0,N/A
306,N/A,N/A,mdt,N/A,N/A,N/A,N/A,N/A,68.72,42.61,4.06,2.01,8.97,21.04,4.72,6.46,19.72,1.0486e+11,1.2356e+11,15.34,2.49,4.79,16.02,4.79,13950000000.0,16.02,2320000000.0,1.75,37.20,61.70,17230000000.0,12.25,35920000000.0,3.54,37.17,5770000000.0,1.37,0.05,83.30,11170000.0,1.96,0.79,12800000.0,N/A
307,N/A,N/A,met,N/A,N/A,N/A,N/A,N/A,91.26,8.18,0.66,0.68,8.34,13.31,0.67,8.43,63.95,46920000000.0,76220000000.0,7.17,1.66,1.06,7.57,1.06,34210000000.0,7.57,5860000000.0,5.16,42.60,4.20,36150000000.0,32.52,64849999999.99999,1.48,63.24,14950000000.0,1.47,15.69,77.50,20020000.0,3.13,2.13,15120000.0,N/A
308,N/A,N/A,mgm,N/A,N/A,N/A,N/A,N/A,138.69,N/A,1.23,1.87,0.10,12.51,2.70,1.71,17.13,10770000000.0,22070000000.0,29.86,1.21,2.46,11.34,2.46,3710000000.0,11.34,8530000.0,0.02,N/A,8.60,1810000000.0,3.21,12820000000.0,1.32,10.48,845640000.0,3.38,20.91,70.30,15990000.0,3.45,5.58,14230000.0,N/A
309,N/A,N/A,mhfi,N/A,N/A,N/A,N/A,N/A,230.45,357.19,4.31,34.24,1.21,38.79,17.56,0.41,19.19,22300000000.0,24570000000.0,16.91,1.50,4.70,11.34,4.70,5050000000.0,11.34,100000000.0,0.23,32.60,4.80,1440000000.0,5.33,3490000000.0,1.13,2.43,94000000.0,1.43,2.94,87.30,3200000.0,2.61,1.21,2920000.0,N/A
310,N/A,N/A,mjn,N/A,N/A,N/A,N/A,N/A,469.35,20.24,3.25,38.83,16.29,23.24,16.33,139.37,20.77,13410000000.0,14130000000.0,19.21,2.46,3.37,13.16,3.37,2710000000.0,13.16,682200000.0,3.36,17.30,10.40,1360000000.0,6.92,1840000000.0,2.04,1.78,837700000.0,1.44,0.21,98.70,15240000.0,9.54,7.54,15980000.0,N/A
311,N/A,N/A,mkc,N/A,N/A,N/A,N/A,N/A,84.68,26.03,2.44,5.96,9.38,14.15,8.42,21.46,33.28,10280000000.0,11790000000.0,21.53,3.32,2.76,17.16,2.76,1730000000.0,17.16,400400000.0,3.09,20.60,1.60,111900000.0,0.87,1490000000.0,0.98,13.63,544400000.0,0.65,0.25,86.60,7560000.0,11.44,N/A,7410000.0,N/A
312,N/A,N/A,mmc,N/A,N/A,N/A,N/A,N/A,70.69,18.35,2.13,4.36,11.86,18.44,8.26,21.39,23.92,26890000000.0,30360000000.0,15.39,1.55,2.37,10.95,2.37,12950000000.0,10.95,1490000000.0,2.81,8.80,0.80,1330000000.0,2.55,4480000000.0,1.62,11.97,1950000000.0,1.06,0.21,86.00,5680000.0,2.58,1.06,6240000.0,N/A
313,N/A,N/A,mmm,N/A,N/A,N/A,N/A,N/A,92.06,17.70,2.78,6.99,16.20,23.16,13.46,35.04,48.60,84330000000.0,94700000000.0,16.64,2.51,3.09,11.15,3.09,15370000000.0,11.15,4970000000.0,7.74,0.50,5.20,1760000000.0,2.86,11250000000.0,1.65,19.79,6260000000.0,1.20,0.08,68.70,7250000.0,2.60,1.24,6950000.0,N/A
314,N/A,N/A,mnst,N/A,N/A,N/A,N/A,N/A,N/A,48.60,10.94,6.31,19.88,34.67,15.57,17.66,14.90,28390000000.0,26560000000.0,35.63,2.17,9.90,27.72,9.90,1340000000.0,27.72,533320000.0,2.88,43.60,19.00,2790000000.0,13.74,0.00,7.43,22.96,226340000.0,1.01,31.87,65.40,2540000.0,2.45,1.69,3390000.0,N/A
315,N/A,N/A,mo,N/A,N/A,N/A,N/A,N/A,443.11,21.53,6.10,39.62,27.91,45.55,16.15,144.46,9.54,1.1219e+11,1.2536e+11,18.70,2.40,6.69,14.34,6.69,10160000000.0,14.34,5220000000.0,2.66,9.40,4.70,1910000000.0,0.97,12920000000.0,0.84,1.47,5690000000.0,0.89,0.15,60.60,8590000.0,1.59,0.44,9410000.0,N/A
316,N/A,N/A,mon,N/A,N/A,N/A,N/A,N/A,272.76,23.36,2.79,11.24,12.67,25.39,10.16,32.74,30.58,39550000000.0,47450000000.0,14.44,1.81,3.31,10.89,3.31,8180000000.0,10.89,1790000000.0,3.85,N/A,22.70,2300000000.0,5.22,9730000000.0,1.23,8.08,3120000000.0,1.15,0.27,83.10,16940000.0,4.90,3.86,20480000.0,N/A
317,N/A,N/A,mos,N/A,N/A,N/A,N/A,N/A,39.46,7.26,0.96,0.91,13.24,16.30,5.22,11.73,25.11,8440000000.0,11270000000.0,9.13,1.88,1.24,4.97,1.24,1930000000.0,4.97,1200000000.0,3.30,20.80,6.50,1280000000.0,3.65,3800000000.0,2.28,27.28,2029999999.9999998,0.06,5.40,85.80,19200000.0,3.44,5.37,17120000.0,N/A
318,N/A,N/A,mpc,N/A,N/A,N/A,N/A,N/A,51.78,6.41,0.31,1.79,4.87,7.95,11.42,28.98,130.78,22000000000.0,26610000000.0,7.53,0.70,0.37,3.75,0.37,13540000000.0,3.75,3460000000.0,6.32,41.10,29.70,2040000000.0,3.84,6690000000.0,1.41,22.99,3640000000.0,1.51,0.87,83.90,0.00,0.00,N/A,400.00,N/A
319,N/A,N/A,mrk,N/A,N/A,N/A,N/A,N/A,58.38,13.41,3.61,3.16,27.11,21.35,5.23,23.74,14.05,1.4121e+11,1.58e+11,13.52,3.78,3.97,10.85,3.97,25470000000.0,10.85,10780000000.0,3.77,104.00,4.60,12090000000.0,4.33,26670000000.0,1.63,16.27,7010000000.0,0.76,0.04,75.20,23870000.0,2.28,0.84,25610000.0,N/A
320,N/A,N/A,mro,N/A,N/A,N/A,N/A,N/A,43.23,N/A,0.76,0.27,7.12,28.44,3.40,7.60,10.07,5320000000.0,11180000000.0,N/A,0.56,1.64,4.84,1.64,8600000000.0,4.84,1500000000.0,0.72,N/A,51.60,2380000000.0,3.51,8359999999.999999,1.36,28.56,2370000000.0,1.84,0.16,83.10,27390000.0,2.11,4.53,19710000.0,N/A
